Metadata: {"arch":"arm64","console_log":"console.log","dist_size":310907156,"engine":"js2py","repository":"https://github.com/PiotrDabkowski/Js2Py.git","revision":"2e017b86e2f18a6c8a842293b1687f2ce7baa12e","revision_date":"2022-11-06"}
compat-table/es6/Proxy.handler.deleteProperty.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.deleteProperty.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.getOwnPropertyDescriptor.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.getOwnPropertyDescriptor.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.getPrototypeOf.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.getPrototypeOf.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.get.instances.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.get.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.get.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.has.instances.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.has.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.has.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.isExtensible.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.isExtensible.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.ownKeys.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.ownKeys.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.preventExtensions.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.preventExtensions.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.setPrototypeOf.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.setPrototypeOf.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.set.instances.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.set.invariants.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.handler.set.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.no-prototype.js: ReferenceError: Proxy is not defined'
compat-table/es6/Proxy.revocable.js: ReferenceError: Proxy is not defined'
compat-table/es6/Reflect.apply.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.construct.Array-subclassing.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.construct.Function-subclassing.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.construct.Promise-subclassing.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.construct.RegExp-subclassing.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.construct.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.construct.new-target.js: failed: KeyError: b'\x84\xef\xd7\t\xd1\x19\xf08\xd2\xce\xbf\xe2\x13\xed\x15 '
compat-table/es6/Reflect.construct.third-argument.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.defineProperty.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.deleteProperty.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.getOwnPropertyDescriptor.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.getPrototypeOf.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.get.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.has.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.isExtensible.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.ownKeys.string.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.ownKeys.symbol.js: ReferenceError: Symbol is not defined'
compat-table/es6/Reflect.preventExtensions.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.setPrototypeOf.js: ReferenceError: Reflect is not defined'
compat-table/es6/Reflect.set.js: ReferenceError: Reflect is not defined'
compat-table/es6/RegExp.Symbol.species.js: ReferenceError: Symbol is not defined'
compat-table/es6/RegExp.prototype.Symbol.match.js: ReferenceError: Symbol is not defined'
compat-table/es6/RegExp.prototype.Symbol.replace.js: ReferenceError: Symbol is not defined'
compat-table/es6/RegExp.prototype.Symbol.search.js: ReferenceError: Symbol is not defined'
compat-table/es6/RegExp.prototype.Symbol.split.js: ReferenceError: Symbol is not defined'
compat-table/es6/RegExp.prototype.flags.js: failed: failed'
compat-table/es6/Set.Symbol.species.js: ReferenceError: Set is not defined'
compat-table/es6/Set.constructor-accepts-null.js: ReferenceError: Set is not defined'
compat-table/es6/Set.constructor-arguments.js: ReferenceError: Set is not defined'
compat-table/es6/Set.constructor-invokes-add.js: ReferenceError: Set is not defined'
compat-table/es6/Set.constructor-requires-new.js: ReferenceError: Set is not defined'
compat-table/es6/Set.iterator-closing.js: ReferenceError: Set is not defined'
compat-table/es6/Set.iterator-prototype-chain.js: ReferenceError: Set is not defined'
compat-table/es6/Set.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype-not-instance.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.Symbol.iterator.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.add-returns-this.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.clear.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.delete.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.entries.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.forEach.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.keys.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.size.js: ReferenceError: Set is not defined'
compat-table/es6/Set.prototype.values.js: ReferenceError: Set is not defined'
compat-table/es6/Set.zero-key.js: ReferenceError: Set is not defined'
compat-table/es6/String.fromCodePoint.js: failed: failed'
compat-table/es6/String.iterator-prototype-chain.js: ReferenceError: Symbol is not defined'
compat-table/es6/String.prototype.Symbol.iterator.js: ReferenceError: Symbol is not defined'
compat-table/es6/String.prototype.codePointAt.js: failed: failed'
compat-table/es6/String.prototype.endsWith.js: failed: failed'
compat-table/es6/String.prototype.endsWith.throws-regex.js: failed: failed'
compat-table/es6/String.prototype.includes.js: failed: failed'
compat-table/es6/String.prototype.normalize.js: failed: failed'
compat-table/es6/String.prototype.repeat.js: failed: failed'
compat-table/es6/String.prototype.startsWith.js: failed: failed'
compat-table/es6/String.prototype.startsWith.throws-regex.js: failed: failed'
compat-table/es6/String.raw.js: failed: failed'
compat-table/es6/Symbol.JSON.stringify.object.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.JSON.stringify.primitive.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.Object.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.String.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.defineProperty.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.global-registry.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.hidden-keys.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.no-coerce.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.no-new.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.prototype.js: ReferenceError: Symbol is not defined'
compat-table/es6/Symbol.typeof.js: ReferenceError: Symbol is not defined'
compat-table/es6/WeakMap.accept-primitives.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.constructor-accepts-null.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.constructor-arguments.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.constructor-invokes-set.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.constructor-requires-new.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.frozen-keys.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.iterator-closing.js: failed: failed'
compat-table/es6/WeakMap.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.no-clear.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.prototype-not-instance.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.prototype.delete.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakMap.prototype.set-returns-this.js: ReferenceError: WeakMap is not defined'
compat-table/es6/WeakSet.accept-primitives.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.constructor-accepts-null.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.constructor-arguments.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.constructor-invokes-add.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.constructor-requires-new.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.iterator-closing.js: failed: failed'
compat-table/es6/WeakSet.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.no-clear.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.prototype-not-instance.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.prototype.add-returns-this.js: ReferenceError: WeakSet is not defined'
compat-table/es6/WeakSet.prototype.delete.js: ReferenceError: WeakSet is not defined'
compat-table/es6/annex-b.RegExp.prototype.compile.js: failed: failed'
compat-table/es6/annex-b.RegExp.prototype.compile.returns-this.js: TypeError: 'undefined' is not a function (tried calling property 'compile' of 'RegExp')"
compat-table/es6/annex-b.String.prototype.html.existence.js: failed: failed'
compat-table/es6/annex-b.String.prototype.html.lowercase.js: TypeError: 'undefined' is not a function (tried calling property 'anchor' of 'String')"
compat-table/es6/annex-b.String.prototype.html.quotes-escaped.js: TypeError: 'undefined' is not a function (tried calling property 'anchor' of 'String')"
compat-table/es6/annex-b.function.hoisted-block-level.js: failed: failed'
compat-table/es6/annex-b.function.if-statement.js: OK
compat-table/es6/annex-b.function.labeled.js: OK
compat-table/es6/annex-b.html-comments.js: OK
compat-table/es6/annex-b.regex.backreferences-octal.js: SyntaxError: Invalid RegExp pattern: '\\\\41' -> '\\\\41'"
compat-table/es6/annex-b.regex.hyphens.js: SyntaxError: Invalid RegExp pattern: '[\\\\w-_]' -> '[\\\\w-_]'"
compat-table/es6/annex-b.regex.incomplete-patterns.js: OK
compat-table/es6/annex-b.regex.invalid-char-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-control-escapes.js: failed: failed'
compat-table/es6/annex-b.regex.invalid-hex-escapes.js: OK
compat-table/es6/annex-b.regex.invalid-unicode-escapes.js: OK
compat-table/es6/annex-b.regex.octal-escapes.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.absent-from-null.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.descriptor.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.getOwnPropertyNames.js: TypeError: 'undefined' is not a function"
compat-table/es6/annex-b.__proto__.Object.prototype.get.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.hasOwnProperty.js: OK
compat-table/es6/annex-b.__proto__.Object.prototype.set.js: OK
compat-table/es6/annex-b.__proto__.literals.js: failed: failed'
compat-table/es6/annex-b.__proto__.literals.multiple-error.js: failed: failed'
compat-table/es6/annex-b.__proto__.literals.not-computed.js: failed: KeyError: b'\x99\xdb\x06\xc8Zt\xd6\x9a\xba\xa2\xaefS\x90\x9e]'
compat-table/es6/annex-b.__proto__.literals.not-shorthand-method.js: failed: failed'
compat-table/es6/annex-b.__proto__.literals.not-shorthand-property.js: failed: KeyError: b'\xa9\x9a\xcd\xdb\xae\xff\xcb\x06\xcb\xa44\xfd\x05\xf2V`'
compat-table/es6/arrow.0-params.js: failed: KeyError: b'\xcfaZ%\xbf\xaa8\xab^]\x1e\xa5m\x00\x08x'
compat-table/es6/arrow.1-param.js: failed: KeyError: b'\xf9\x06\xee\xd3m\xf6K\xa6Y\xd6\xd6\xa2|\x8c\xeeN'
compat-table/es6/arrow.5-param.js: failed: KeyError: b'\xd5\x04\xa4e\\h\xca\x03\x07\x08\x1e\x7fQ\x86\xa4"'
compat-table/es6/arrow.bind.js: failed: KeyError: b'\xa1\xd0\xc6mW\x1a\xd0\xe7S0\x8d\xad\x13\x8cw`'
compat-table/es6/arrow.lexical-arguments.js: failed: KeyError: b'\xce\x02$\x1c\xbd\x19\x0b\x1d(\xf2A\xe9O\x1c\xf3\xc4'
compat-table/es6/arrow.lexical-super.constructor.js: failed: KeyError: b'w\xed\xe7\x1e\xf9X\xc7\xa4\x03\xbe\x14\xf6\x83a%\xa7'
compat-table/es6/arrow.lexical-super.methods.js: failed: KeyError: b'\xbe\xd5\xb0\nP\x04\x94\xc5\x1b\xef\xe2\xc2\xd0<\x17^'
compat-table/es6/arrow.lexical-this.js: failed: KeyError: b'l\x02\xda\x9b!]\\t\x0c\x81\xa6\x13\xa3\xec\xed\xea'
compat-table/es6/arrow.new-target.js: failed: KeyError: b'\x82\xad\xf1\xff\xa1h\xf9\xca\xfa\xbd\x05/*\x81M\x04'
compat-table/es6/arrow.no-line-break.js: failed: KeyError: b'\xb4!\x8a6\x83\x96\xac\x96\\:q\xaePj\x8ds'
compat-table/es6/arrow.no-prototype.js: failed: KeyError: b'\xb5\xa4\xa43ru\xb2\xd9\xde\x83\x96\x98\x03\xd1k\xc0'
compat-table/es6/arrow.precedence.js: failed: KeyError: b'\x7f|8\xfe\x9a\xae\xcep\x9b\xd3\xbb\xcb\x81\xad3\xbc'
compat-table/es6/arrow.this-call-apply.js: failed: KeyError: b'P\xe4\xc6!\xb1\x88\x98\xbd\x01\xbd\xba\xbeP\xce\x02\xca'
compat-table/es6/class.accessor-properties.js: failed: KeyError: b'\x91\xa5\x8bsx\xd1&\xb7J\x1f"y%\xc6BD'
compat-table/es6/class.anonymous.js: failed: KeyError: b'\xf0<\xc1\x1d\xd5\xc95~d\xa5\xecON\x92\x18%'
compat-table/es6/class.block-scoped.js: failed: KeyError: b'\xccJ#\xe61W\x11\x1d\x8eV\xb8\xe9Z]Zh'
compat-table/es6/class.computed-accessor-properties.js: failed: KeyError: b'\xe4\xf4\x94,\xe3\xb5Y\xfd\x8a\x8cy\xa3J\x85\xb9f'
compat-table/es6/class.computed-names-tdz.js: failed: KeyError: b'\xea\xb5}$\x91\x0c1\xa5O\x00q\x02|\x1e\xe1B'
compat-table/es6/class.computed-prototype-methods.js: failed: KeyError: b'\xd4\xce\x18\xae\xd9\x9c\xf7\x1a\xa4\x9a\x03vW\xe4\xd2\xc5'
compat-table/es6/class.computed-static-accessor-properties.js: failed: KeyError: b"e\xffS\xce&a\xb3w'\xd6.\xc28\xd7\x96x"
compat-table/es6/class.computed-static-methods.js: failed: KeyError: b'\xe0OlcT\xa3\xa6\x99\x10v\xa0;\x15\xe3\x13\xc2'
compat-table/es6/class.constructor-requires-new.js: failed: KeyError: b'w\x1b^\xa4\xdd\x14\x9e\xa1\xebG\xe1\xed6\xb5\x96*'
compat-table/es6/class.constructor.js: failed: KeyError: b'\x7f\x03o(\x92\xc4\xe3-dE\xc1P\xdc\xdb\xb8\xca'
compat-table/es6/class.expression.js: failed: KeyError: b'<l\xddh\x07\x15^\x0e&\x8bo\xe9\xa8v0\xdc'
compat-table/es6/class.extends-expressions.js: failed: KeyError: b'\x01\xdf\xf1/\xbc\x84\xb8\x0f\xe5\xbaQ\xbd\x92\xa6uP'
compat-table/es6/class.extends-null.js: failed: KeyError: b'K\x1e\xf0#\xf7aH\xf2\x93\x8a^Vn\rQ\xee'
compat-table/es6/class.extends.js: failed: KeyError: b'\xf8\x80\x19\xf5e:\xec\x05\xf9\xf3@\x17\xf4\xbe\x1ee'
compat-table/es6/class.implicit-strict.js: failed: KeyError: b'\x1bX\xe5\xf9\xa9\xc7\x03\xce\xe8\xb4F\x98\xee\x89\x1f>'
compat-table/es6/class.lexical-name.js: failed: KeyError: b'\xd7\x93?F\xeeVd\xb3Q\x13b@\x86\x9di\xa4'
compat-table/es6/class.methods-not-enumerable.js: failed: KeyError: b'\x0f\x19y\x03q\xa3\xab\x15R\x87\xf9\x0e/_"w'
compat-table/es6/class.new-target.js: failed: KeyError: b'\xf5\xa0 \x9b\xef\xb3\xa0\t\xd2\x04\x9c\xd5\xc9\xdcom'
compat-table/es6/class.optional-semicolons.js: failed: KeyError: b'\xa47X\xf0E\x86e8\x0bQ\xd3\xce\x9a\xaad,'
compat-table/es6/class.prototype-methods.js: failed: KeyError: b'{\x1cHt\xb1Y}vg\x9f\xc8\xdcBw\xeb8'
compat-table/es6/class.statement.js: failed: KeyError: b'\xb3VwlR3\xc7\x1d*\xd6\xb1\xe68\xef\xfc\xd6'
compat-table/es6/class.static-accessor-properties.js: failed: KeyError: b'\x1a\x04\xba\xbe\xc7"e\xcd\xf9\x91\xd0\x95Z\xd6\xd58'
compat-table/es6/class.static-methods.js: failed: KeyError: b'\x97\xb8T\x08\xa7\xe6gP\x94S\x9d\x9a\r\xba\xb6&'
compat-table/es6/class.string-keyed-methods.js: failed: KeyError: b'_\xf2\x0e\x06\x81\x1eg]\x116\xe6\xe6\xcd\xaeb\xe9'
compat-table/es6/const.basic.js: OK
compat-table/es6/const.block-scoped.js: failed: failed'
compat-table/es6/const.for-in.js: failed: failed'
compat-table/es6/const.for-loop.js: failed: failed'
compat-table/es6/const.for-of.js: failed: KeyError: b'd\xcdI2\x9f\xc4n\xf3\x91\x8a\x11G8\xb4\xb0I'
compat-table/es6/const.no-redefine.js: failed: failed'
compat-table/es6/const.no-statement.js: OK
compat-table/es6/const.shadow.js: OK
compat-table/es6/const.strict.basic.js: OK
compat-table/es6/const.strict.block-scoped.js: failed: failed'
compat-table/es6/const.strict.for-in.js: failed: failed'
compat-table/es6/const.strict.for-loop.js: failed: failed'
compat-table/es6/const.strict.for-of.js: failed: KeyError: b"\xbd\xdf(\x8d{\x88.X\xce\xf7\xef\x81'\xe4\x03g"
compat-table/es6/const.strict.no-redefine.js: failed: failed'
compat-table/es6/const.strict.no-statement.js: OK
compat-table/es6/const.strict.shadow.js: OK
compat-table/es6/const.strict.tdz.js: failed: failed'
compat-table/es6/const.tdz.js: failed: failed'
compat-table/es6/default-params.arguments.js: failed: KeyError: b'k\xec\x07Z\x99P9B\x02\xfe\xdb\xf3\x87\n|\x82'
compat-table/es6/default-params.basic.js: failed: KeyError: b'\xde\x04\x82\xdb\x08\xfaac\xf1\x00\xe2\x96\x17#t\x93'
compat-table/es6/default-params.explicit-undefined.js: failed: KeyError: b'\x08\xf7\x08\x94\xa2\xf2\xab\xde\xe8ME\xbf\xa8\xb8\r\x7f'
compat-table/es6/default-params.new-function.js: failed: raise NotImplementedError('Defaults not supported')
compat-table/es6/default-params.refer-previous.js: failed: KeyError: b'0\x99$pP\xe9dcU"5\x9c\xb9\xff\x95\xc9'
compat-table/es6/default-params.separate-scope.js: failed: KeyError: b'\x05c[\x18\x86b\\+\x90\xe9/!Pw\x02,'
compat-table/es6/default-params.tdz.js: failed: KeyError: b'Gg\xad\xd6XP\xb4\xb8H\x08(E\x81<\xc9\x14'
compat-table/es6/destructuring-assign.array.js: failed: KeyError: b'\x82e,\xe4s0\xa0\xc3M<\x96\xca\xab\xb2`\xc3'
compat-table/es6/destructuring-assign.astral-string.js: failed: KeyError: b'f\xd6l\x8b\x8fy\xa2@g\xbaeA\xda\xaa$\xef'
compat-table/es6/destructuring-assign.chained-iterable.js: failed: KeyError: b'{\xf0\xf9\x0e\x86\x85c\xdb\x07\xbc \\sM\xf8\xea'
compat-table/es6/destructuring-assign.chained-object.js: failed: KeyError: b'\xf9\xe5\xa5Z\xccft\xfc$\xc7A\tkA\xc0W'
compat-table/es6/destructuring-assign.computed-properties.js: failed: KeyError: b'P\x14\x12\x11\x15&\xfdS\xdb&\xaf\x07Rx\x88%'
compat-table/es6/destructuring-assign.defaults.js: failed: KeyError: b'\xc2D\xaa\x16P\x88\xddd\xae\x9a\xac\xc2\xd2\xce\x1a\xe3'
compat-table/es6/destructuring-assign.empty-patterns.js: failed: KeyError: b'\x88a\x96\xef\xfa1\xe7\x88K>3\xdbT\xda\x82i'
compat-table/es6/destructuring-assign.generator.js: failed: KeyError: b"\xa5T\x1b\xc1\xef\x9d\x8a\xd2Q\xb2'O\x10\x92\xd07"
compat-table/es6/destructuring-assign.iterable-expression.js: failed: KeyError: b'\xbb\xe2\x86\x9b8\xb1\xdc\xcaH\x08\xc9\x8bJ\xa54\x98'
compat-table/es6/destructuring-assign.iterable-instance.js: failed: KeyError: b'\x93\x92\x15\xfd\x14I\xc7\xbb\x9a\x18\x85\xbc\xb1\xae\x8da'
compat-table/es6/destructuring-assign.iterable.js: failed: KeyError: b'\x06\x12\xda\x1d\x03\xfe\xc5\xeb\x82\xbe\xda1\xd0\x0e\xa4\n'
compat-table/es6/destructuring-assign.iterator-closing.js: failed: KeyError: b'\x91\xe5\n@\xbb\x7f\x00N\x114\x80\xe8R\xcf\xb6]'
compat-table/es6/destructuring-assign.nested-rest.js: failed: KeyError: b'\x92\x13D\xa5\xa2\xf40`T\x93\x85s1\xb6\x9e#'
compat-table/es6/destructuring-assign.nested.js: failed: KeyError: b'\xe3\xd5\xb8\xdf\xb2\x1f>\xbf\x1f\xd0\xdb\x81\x0c\x82\xa1\xae'
compat-table/es6/destructuring-assign.object-expression.js: failed: KeyError: b"\xff\xf3=\xb5}\xe8b\xe30\xceLpi'\x18N"
compat-table/es6/destructuring-assign.object-primitives.js: failed: KeyError: b'\x08K\xce\x8fi\xd1\xf1{\xb0\xb1d\x89\x83\xad.Q'
compat-table/es6/destructuring-assign.object.js: failed: KeyError: b'\xd7==1m|\xf6\xb5\xda\xb8\xbf\xb7r\x99\xdbE'
compat-table/es6/destructuring-assign.parenthesised-error.js: failed: KeyError: b'\xd4(m\x18\xf1\xf9B\xd6%\xa4\xd0\xfbB\xea\x84\xb1'
compat-table/es6/destructuring-assign.rest.js: failed: KeyError: b'p\xf8\x8ffM\xba;tb\x14\x19C\xf20lx'
compat-table/es6/destructuring-assign.sparse-array.js: failed: KeyError: b'\xae\xfa\xa7\xad<\xa1\xf6!\x9c\x10\x99\x1a\x85\x93\xafB'
compat-table/es6/destructuring-assign.string.js: failed: KeyError: b'\x14\x86~D\xd2!d\xa7\xc2\xd4\xd4\xc7H(\xab\x06'
compat-table/es6/destructuring-assign.throws-null-undefined.js: failed: KeyError: b'\xea\x17d\xc8M)e\x94\xe2OA\x02oZ\x86a'
compat-table/es6/destructuring-assign.trailing-comma-iterable.js: failed: KeyError: b'\xe6M\x82Az\x83z\xfa+\x1c\x17\x086\xc1v\x94'
compat-table/es6/destructuring-assign.trailing-comma-object.js: failed: KeyError: b'?=\xd3S\xb0\x11\xa4\xdfe\x95\x0e\xc3\xf0v\x0c5'
compat-table/es6/destructuring-decl.array.js: failed: KeyError: b'\x18\x92\x1d\x0e\x024\xc9\x97\xb1\xbc\xf12\xcc\x0c*m'
compat-table/es6/destructuring-decl.astral-string.js: failed: KeyError: b'nYW\xf0E\x05\x04\xf1\x94\xba\x7fJ\xd5Q\xe8\xac'
compat-table/es6/destructuring-decl.catch.js: failed: KeyError: b'\xf6\x19Q\xae\xe1"O\x89>\x15\n\xdb\xe1Y\x92\xbf'
compat-table/es6/destructuring-decl.computed-properties.js: failed: KeyError: b'\x1ab\xb8l\xae`y\xfd\x9f\xd9)l7r\x1c\xcf'
compat-table/es6/destructuring-decl.defaults-tdz.js: failed: KeyError: b'\xaf-\x17\xb5xg\x8cR\x9f\x05\xc5V`\xd9\xee\xb4'
compat-table/es6/destructuring-decl.defaults.js: failed: KeyError: b'X\x12\x9d\x16V"C\x97\x7f\x8e\x01\xecG\x0f\x1e$'
compat-table/es6/destructuring-decl.for-in.js: failed: KeyError: b'\x84\xf7=\xb85\t\xc0O\x0c\xf4\xb1,x\x19\xdb\xf3'
compat-table/es6/destructuring-decl.for-of.js: failed: KeyError: b'p\x8e)[\x94b\x9f\xbb_M\xcf\xc9\xa9\xa9\x7fn'
compat-table/es6/destructuring-decl.generator.js: failed: KeyError: b'\x085\t\x90S\x8drC]\x17Sy\xef\x92\x12\x9c'
compat-table/es6/destructuring-decl.iterable-instance.js: failed: KeyError: b'\x1f\xf5\xfe\x15\x84\x93\xde@\x00i\xe7\xb6Ea+\xe7'
compat-table/es6/destructuring-decl.iterable.js: failed: KeyError: b'\x1e\xa3\xa1^$\xab\x0c\x13\xd3\xec\xca\xdd\x8f\x1e\xf9('
compat-table/es6/destructuring-decl.iterator-closing.js: failed: KeyError: b'\xfb;M\x07\xb8\xa9q\xe6NWVw\xfdm\xaf$'
compat-table/es6/destructuring-decl.multiple-var.js: failed: KeyError: b'\xd7\xd1\x03#\xa1\x9e\xe5\xd4e\xcf\x8a\xfe\xffM\x163'
compat-table/es6/destructuring-decl.nested.js: failed: KeyError: b'\xce\xf0\xf1\xf2\xd9\xe5\xa5!/R\xa7|\x87\xc9\xf5D'
compat-table/es6/destructuring-decl.object-primitives.js: failed: KeyError: b"\x14\x1e\xf1O\xc0M\xaf\xd4y'\xd6\x8a\x83Bl\xfb"
compat-table/es6/destructuring-decl.object.js: failed: KeyError: b'f\x9fy\x84\xbeVh\xdf\xcb\x9cJ\x8foM\xc8\x00'
compat-table/es6/destructuring-decl.rest.js: failed: KeyError: b'\x1b\x0bM\xb6\xee:\\\xb1\xe7a\xae`\x0f\xea[W'
compat-table/es6/destructuring-decl.sparse-array.js: failed: KeyError: b'h\x0e\xd1\x18\xf8^\xe3\xea\x00\xe3\x88:-v\xf1\xde'
compat-table/es6/destructuring-decl.string.js: failed: KeyError: b'\x965\x88\x08:\x92\xcc\xd1q\xdf8Pb~\xcby'
compat-table/es6/destructuring-decl.throws-null-undefined.js: failed: KeyError: b'\xee\xb5p\x10\xcf\x1a `\x14X\x83\xfai@D\x16'
compat-table/es6/destructuring-decl.trailing-comma-iterable.js: failed: KeyError: b'm3\xb6\xe3\x90\xb8\xeb:\x88&\x8e\\<\xe0&\xd8'
compat-table/es6/destructuring-decl.trailing-comma-object.js: failed: KeyError: b'\xeb-\x8d5\xc4\xd7T\x85E \x89\xf6\xeb\x7f\xed\xc7'
compat-table/es6/destructuring-params.aliased-defaults-arrow.js: failed: KeyError: b'\x04c"\x0c\xa2\xc9OZ\xb8\x80[f">\xf3\xf8'
compat-table/es6/destructuring-params.arguments.js: failed: KeyError: b'\xf3\xe5\xe3%Y\x1a\x7f\xb5\xe9\xcc\xca\xd3\x9d\x14\x10\xa9'
compat-table/es6/destructuring-params.array.js: failed: KeyError: b'\x8b\x9c\xbc\xd8j/E\x82\x95>~\x1a#\xeb\xd3\xc7'
compat-table/es6/destructuring-params.astral-string.js: failed: KeyError: b'\xdf\xbb\x9d\xc4\x1d\xf3@\x83=+\xd7\xf2\\q%\xf0'
compat-table/es6/destructuring-params.computed-properties.js: failed: KeyError: b',\xac\x97Xr\xff\xefD\xc3\xe9{\xdd[\x08\xd9\x0b'
compat-table/es6/destructuring-params.defaults-new-function.js: SyntaxError: Line 1: ObjectPattern is not supported by ECMA 5.1.'
compat-table/es6/destructuring-params.defaults-separate-scope.js: failed: KeyError: b'O\x893G\xca\xe4\xa9\x86\x0f\xd8;\x9b\x87\xf31\xce'
compat-table/es6/destructuring-params.defaults.js: failed: KeyError: b'I`YE\xe3R \xcbp+ \xb9\xb7\xbd\xd6\x80'
compat-table/es6/destructuring-params.duplicate-identifier.js: failed: failed'
compat-table/es6/destructuring-params.empty-patterns.js: failed: KeyError: b'\xa1\xb7\x82\xbf,\xf8s\xadv\xbf\xb5\x0e\xfb\xbf\xff\x1c'
compat-table/es6/destructuring-params.generator.js: failed: KeyError: b'L+X\\b8\xaa\x86\xe1\xbeV\xef\x87e\x89\xad'
